order	family	genus	id	position	name	accession	tech	length	single	duplicate	fragmented	missing	sum	category
Diptera	Rhinophoridae	Paykullia	510	214	Paykullia_maculata	GCA_003055125.1	short	422395093	91.9	0.5	4.1	3.5	100	A
Diptera	Psychodidae	Phlebotomus	498	213	Phlebotomus_papatasi	GCA_000262795.1	short	363767980	80.5	3.5	10.5	5.5	100	A
Diptera	Psychodidae	Lutzomyia	399	212	Lutzomyia_longipalpis	GCA_000265325.1	short	154229266	81.1	5.1	3.1	10.7	100	A
Diptera	Psychodidae	Clogmia	478	211	Clogmia_albipunctata	GCA_001014945.1	short	256248749	85.2	0.7	7.3	6.8	100	A
Diptera	Phoridae	Megaselia	509	210	Megaselia_abdita	GCA_001015175.1	short	412270594	71.5	1.2	14.3	13	100	A
Diptera	Phoridae	Megaselia	521	209	Megaselia_scalaris	GCA_000341915.2	none	489347612	27.7	0	21.9	50.4	100	A
Diptera	Mycetophilidae	Bolitophila	499	208	Bolitophila_cinerea	GCA_010015015.1	short	365298705	96	1.2	1.5	1.3	100	A
Diptera	Muscidae	Stomoxys	531	207	Stomoxys_calcitrans	GCF_001015335.1	short	971188624	98.2	0.7	0.4	0.7	100	A
Diptera	Muscidae	Musca	511	206	Musca_domestica	GCA_014843735.1	long	427466556	38.8	0.2	17.1	43.9	100	A
Diptera	Muscidae	Haematobia	534	205	Haematobia_irritans	GCA_003123925.1	long	1143537531	63.6	0.8	9.8	25.8	100	A
Diptera	Glossinidae	Glossina	500	204	Glossina_morsitans_morsitans	GCA_001077435.1	none	363107242	96.9	2	0.4	0.7	100	A
Diptera	Glossinidae	Glossina	496	203	Glossina_morsitans	GCA_001014515.1	short	348062779	94.3	1.1	2.3	2.3	100	A
Diptera	Glossinidae	Glossina	504	202	Glossina_palpalis_gambiensis	GCA_000818775.1	short	380104241	93.9	4.2	0.5	1.4	100	A
Diptera	Glossinidae	Glossina	502	201	Glossina_austeni	GCA_000688735.1	short	370264922	97	2.3	0.1	0.6	100	A
Diptera	Glossinidae	Glossina	497	200	Glossina_pallidipes	GCA_000688715.1	short	357332231	97.5	2	0.1	0.4	100	A
Diptera	Glossinidae	Glossina	491	199	Glossina_brevipalpis	GCA_000671755.1	short	315360362	96.4	2.4	0.7	0.5	100	A
Diptera	Glossinidae	Glossina	503	198	Glossina_fuscipes_fuscipes	GCA_000671735.1	short	374774708	96.7	2.5	0.2	0.6	100	A
Diptera	Ephydridae	Ephydra	507	197	Ephydra_gracilis	GCA_001014675.1	short	410872512	90.1	0.4	4	5.5	100	A
Diptera	Ephydridae	Cirrula	506	196	Cirrula_hians	GCA_001015075.1	short	399685866	50	0.7	12.7	36.6	100	A
Diptera	Drosophilidae	Zaprionus	378	195	Zaprionus_indianus	GCA_001752445.1	short	123674749	90.3	1.2	4.5	4	100	B
Diptera	Drosophilidae	Scaptomyza	461	194	Scaptomyza_flava	GCA_003952975.1	short	214836881	94.3	4.7	0.4	0.6	100	B
Diptera	Drosophilidae	Scaptodrosophila	474	193	Scaptodrosophila_lebanonensis	GCA_003285725.2	long	247077949	97.7	1.6	0.2	0.5	100	B
Diptera	Drosophilidae	Phortica	404	192	Phortica_variegata	GCA_001014415.1	short	155550413	95.5	0.7	1.5	2.3	100	B
Diptera	Drosophilidae	Drosophila	479	191	Drosophila_suzukii	GCF_013340165.1	long	268012156	94.4	3.1	1.1	1.4	100	B
Diptera	Drosophilidae	Drosophila	380	190	Drosophila_subobscura	GCA_903684685.1	none	126792960	98.6	0.7	0	0.7	100	B
Diptera	Drosophilidae	Drosophila	406	189	Drosophila_americana	GCA_900465395.1	none	160223033	95.5	1.3	1.9	1.3	100	B
Diptera	Drosophilidae	Drosophila	384	188	Drosophila_guanche	GCA_900245975.1	none	140632981	98.7	0.6	0.3	0.4	100	B
Diptera	Drosophilidae	Drosophila	481	187	Drosophila_subpulchrella	GCA_014743375.1	long	276444044	98.5	1.1	0.2	0.2	100	B
Diptera	Drosophilidae	Drosophila	451	186	Drosophila_triauraria	GCA_014170255.1	long	198798533	93.4	1.8	0.6	4.2	100	B
Diptera	Drosophilidae	Drosophila	377	185	Drosophila_busckii	GCA_011750605.1	long	118492362	96.3	1.2	0.5	2	100	B
Diptera	Drosophilidae	Drosophila	420	184	Drosophila_gunungcola	GCA_011057485.1	short	168095110	98.5	0.5	0.2	0.8	100	B
Diptera	Drosophilidae	Drosophila	409	183	Drosophila_pseudoobscura	GCA_009870125.2	long	163266851	98.1	1.4	0.1	0.4	100	B
Diptera	Drosophilidae	Drosophila	444	182	Drosophila_bifasciata	GCA_009664405.1	long	192749618	93.9	0.7	0.5	4.9	100	B
Diptera	Drosophilidae	Drosophila	413	181	Drosophila_albomicans	GCA_009650485.1	long	165830429	96.7	1.1	0.1	2.1	100	B
Diptera	Drosophilidae	Drosophila	438	180	Drosophila_lowei	GCA_008121275.1	long	184313494	95.8	1.7	0.1	2.4	100	B
Diptera	Drosophilidae	Drosophila	445	179	Drosophila_athabasca	GCA_008121215.1	long	192660667	97.8	1.2	0	1	100	B
Diptera	Drosophilidae	Drosophila	439	178	Drosophila_rufa	GCA_008044435.1	short	186167886	97.5	1.4	0.6	0.5	100	B
Diptera	Drosophilidae	Drosophila	431	177	Drosophila_lacteicornis	GCA_008044355.1	short	182681050	97	1.6	0.7	0.7	100	B
Diptera	Drosophilidae	Drosophila	440	176	Drosophila_bakoue	GCA_008044335.1	short	187248584	96	3	0.4	0.6	100	B
Diptera	Drosophilidae	Drosophila	392	175	Drosophila_bunnanda	GCA_008042815.1	short	151823105	98	1.2	0	0.8	100	B
Diptera	Drosophilidae	Drosophila	446	174	Drosophila_asahinai	GCA_008042795.1	short	189050820	97.4	1.5	0.4	0.7	100	B
Diptera	Drosophilidae	Drosophila	388	173	Drosophila_pectinifera	GCA_008042775.1	short	149209000	98.5	1	0.1	0.4	100	B
Diptera	Drosophilidae	Drosophila	400	172	Drosophila_birchii	GCA_008042755.1	short	156593892	98.1	1.2	0.1	0.6	100	B
Diptera	Drosophilidae	Drosophila	414	171	Drosophila_leontia	GCA_008042735.1	short	164601511	94.6	4.1	0.2	1.1	100	B
Diptera	Drosophilidae	Drosophila	393	170	Drosophila_bocki	GCA_008042715.1	short	151202254	98.3	1	0.2	0.5	100	B
Diptera	Drosophilidae	Drosophila	410	169	Drosophila_jambulina	GCA_008042695.1	short	163991206	97.7	1.7	0.1	0.5	100	B
Diptera	Drosophilidae	Drosophila	428	168	Drosophila_seguyi	GCA_008042675.1	short	178856532	97.3	1.7	0.1	0.9	100	B
Diptera	Drosophilidae	Drosophila	425	167	Drosophila_burlai	GCA_008042655.1	short	175666184	95.1	3.9	0.4	0.6	100	B
Diptera	Drosophilidae	Drosophila	447	166	Drosophila_nikananu	GCA_008042635.1	short	190505469	96.2	2.6	0.4	0.8	100	B
Diptera	Drosophilidae	Drosophila	452	165	Drosophila_auraria	GCA_008042615.1	short	197420731	97.3	1.5	0.4	0.8	100	B
Diptera	Drosophilidae	Drosophila	448	164	Drosophila_watanabei	GCA_008042575.1	short	196825890	91.6	7.2	0.4	0.8	100	B
Diptera	Drosophilidae	Drosophila	441	163	Drosophila_vulcana	GCA_008042555.1	short	187578810	97.2	2	0.4	0.4	100	B
Diptera	Drosophilidae	Drosophila	432	162	Drosophila_tani	GCA_008042535.1	short	180972673	94.6	4.2	0.4	0.8	100	B
Diptera	Drosophilidae	Drosophila	422	161	Drosophila_truncata	GCA_008042515.1	short	167897087	98.2	1	0.3	0.5	100	B
Diptera	Drosophilidae	Drosophila	415	160	Drosophila_mayri	GCA_008042485.1	short	167807061	98	1	0.3	0.7	100	B
Diptera	Drosophilidae	Drosophila	394	159	Drosophila_kanapiae	GCA_008042475.1	short	152203088	98	1.2	0.2	0.6	100	B
Diptera	Drosophilidae	Drosophila	421	158	Drosophila_virilis	GCA_007989325.2	long	169771745	98.3	1.2	0.1	0.4	100	B
Diptera	Drosophilidae	Drosophila	381	157	Drosophila_neonasuta	GCA_005889595.1	short	131273702	87.6	1.1	5.7	5.6	100	B
Diptera	Drosophilidae	Drosophila	433	156	Drosophila_orena	GCA_005876975.1	long	182891478	92.8	5.6	0	1.6	100	B
Diptera	Drosophilidae	Drosophila	463	155	Drosophila_azteca	GCA_005876895.1	long	219083522	97.3	1.5	0	1.2	100	B
Diptera	Drosophilidae	Drosophila	467	154	Drosophila_biarmipes	GCA_005234255.1	long	224092364	95	4	0.3	0.7	100	B
Diptera	Drosophilidae	Drosophila	402	153	Drosophila_sechellia	GCA_004382195.1	long	154170815	98.8	1	0	0.2	100	B
Diptera	Drosophilidae	Drosophila	389	152	Drosophila_simulans	GCA_004382185.1	long	146754366	97.3	2.6	0.1	0	100	B
Diptera	Drosophilidae	Drosophila	395	151	Drosophila_mauritiana	GCA_004382145.1	long	152298302	99.2	0.7	0	0.1	100	B
Diptera	Drosophilidae	Drosophila	423	150	Drosophila_innubila	GCA_004354385.1	long	167978031	97.9	1.3	0.2	0.6	100	B
Diptera	Drosophilidae	Drosophila	411	149	Drosophila_nigromelanica	GCA_004149445.1	short	162543777	97.8	1.2	0.1	0.9	100	B
Diptera	Drosophilidae	Drosophila	403	148	Drosophila_lacertosa	GCA_004143845.1	short	154130906	97.2	1	0.5	1.3	100	B
Diptera	Drosophilidae	Drosophila	407	147	Drosophila_micromelanica	GCA_004143825.1	short	156838486	97.8	0.8	0.4	1	100	B
Diptera	Drosophilidae	Drosophila	429	146	Drosophila_robusta	GCA_004143805.1	short	179073841	95.4	2	0.7	1.9	100	B
Diptera	Drosophilidae	Drosophila	396	145	Drosophila_melanica	GCA_004143765.1	short	149951920	97.7	1.2	0.4	0.7	100	B
Diptera	Drosophilidae	Drosophila	385	144	Drosophila_melanogaster	GCA_003401745.1	long	140668701	98.9	1	0	0.1	100	B
Diptera	Drosophilidae	Drosophila	483	143	Drosophila_miranda	GCA_003369915.2	long	287096000	84.6	14.7	0.2	0.5	100	B
Diptera	Drosophilidae	Drosophila	391	142	Drosophila_erecta	GCA_003286155.2	long	146538397	99.2	0.6	0.1	0.1	100	B
Diptera	Drosophilidae	Drosophila	449	141	Drosophila_persimilis	GCA_003286085.2	long	195512972	97.4	2.1	0.1	0.4	100	B
Diptera	Drosophilidae	Drosophila	464	140	Drosophila_ananassae	GCA_003285975.3	long	217108776	98.7	0.6	0.1	0.6	100	B
Diptera	Drosophilidae	Drosophila	401	139	Drosophila_hydei	GCA_003285905.2	long	153741574	97	2.2	0.1	0.7	100	B
Diptera	Drosophilidae	Drosophila	430	138	Drosophila_novamexicana	GCA_003285875.3	long	177223868	97.3	1.4	0.1	1.2	100	B
Diptera	Drosophilidae	Drosophila	434	137	Drosophila_montana	GCA_003086615.1	short	183585048	95.5	0.9	1.5	2.1	100	B
Diptera	Drosophilidae	Drosophila	382	136	Drosophila_nasuta	GCA_002222885.1	short	137224182	89.7	0.5	6.2	3.6	100	B
Diptera	Drosophilidae	Drosophila	435	135	Drosophila_obscura	GCA_002217835.1	short	181868570	92.9	6.4	0.3	0.4	100	B
Diptera	Drosophilidae	Drosophila	453	134	Drosophila_serrata	GCA_002093755.1	long	198035861	97.2	2.1	0.4	0.3	100	B
Diptera	Drosophilidae	Drosophila	386	133	Drosophila_arizonae	GCA_001654025.1	short	141386800	95	1	0.8	3.2	100	B
Diptera	Drosophilidae	Drosophila	390	132	Drosophila_navojoa	GCA_001654015.2	short	147357603	97.3	0.9	0.4	1.4	100	B
Diptera	Drosophilidae	Drosophila	408	131	Drosophila_eugracilis	GCA_000236325.2	short	156942009	98.6	0.6	0.2	0.6	100	B
Diptera	Drosophilidae	Drosophila	454	130	Drosophila_rhopaloa	GCA_000236305.2	short	197375704	96.8	1.8	0.6	0.8	100	B
Diptera	Drosophilidae	Drosophila	417	129	Drosophila_bipectinata	GCA_000236285.2	short	167263958	97.7	1.1	0.1	1.1	100	B
Diptera	Drosophilidae	Drosophila	436	128	Drosophila_takahashii	GCA_000224235.2	short	182106768	98.1	1.4	0.1	0.4	100	B
Diptera	Drosophilidae	Drosophila	418	127	Drosophila_kikkawai	GCA_000224215.2	short	164292578	98	1.2	0.1	0.7	100	B
Diptera	Drosophilidae	Drosophila	424	126	Drosophila_elegans	GCA_000224195.2	short	171267669	99	0.4	0.1	0.5	100	B
Diptera	Drosophilidae	Drosophila	397	125	Drosophila_ficusphila	GCA_000220665.2	short	152439475	98.2	1	0.1	0.7	100	B
Diptera	Drosophilidae	Drosophila	419	124	Drosophila_yakuba	GCA_000005975.1	none	165693946	96.1	2.9	0.4	0.6	100	B
Diptera	Drosophilidae	Drosophila	472	123	Drosophila_willistoni	GCA_000005925.1	none	235516348	97.7	1.8	0.2	0.3	100	B
Diptera	Drosophilidae	Drosophila	450	122	Drosophila_mojavensis	GCA_000005175.1	none	193826310	97.8	1.2	0.1	0.9	100	B
Diptera	Drosophilidae	Drosophila	455	121	Drosophila_grimshawi	GCA_000005155.1	none	200467819	96.3	3.1	0.2	0.4	100	B
Diptera	Drosophilidae	Drosophila	416	120	Drosophila_pseudoobscura_pseudoobscura	GCA_000001765.3	long	164662283	95.5	2.4	1.2	0.9	100	B
Diptera	Dolichopodidae	Condylostylus	515	119	Condylostylus_patibulatus	GCA_001014875.1	short	451941653	51.1	0.5	14.6	33.8	100	A
Diptera	Diopsidae	Teleopsis	530	118	Teleopsis_dalmanni	GCA_002237135.1	long	620883900	72.3	26	0.5	1.2	100	A
Diptera	Diopsidae	Sphyracephala	492	117	Sphyracephala_brevicornis	GCA_001015235.1	short	315521093	68.3	0.7	13.7	17.3	100	A
Diptera	Culicidae	Culex	529	116	Culex_quinquefasciatus	GCA_000209185.1	none	579042118	91.9	3.8	1.4	2.9	100	B
Diptera	Culicidae	Anopheles	426	115	Anopheles_albimanus	GCA_013758885.1	long	172602732	98.2	0.9	0.2	0.7	100	B
Diptera	Culicidae	Anopheles	475	114	Anopheles_stephensi	GCA_013141755.1	long	243460342	95.5	3.9	0.2	0.4	100	B
Diptera	Culicidae	Anopheles	473	113	Anopheles_fontenillei	GCA_008817895.1	short	232626592	97.3	0.7	1	1	100	B
Diptera	Culicidae	Anopheles	484	112	Anopheles_bwambae	GCA_007018985.1	short	288964812	79.1	18.1	1.2	1.6	100	B
Diptera	Culicidae	Anopheles	477	111	Anopheles_coluzzii	GCA_004136515.2	long	251398820	60.9	38.4	0.2	0.5	100	B
Diptera	Culicidae	Anopheles	514	110	Anopheles_funestus	GCA_003951495.1	long	444530063	57.9	41.7	0.1	0.3	100	B
Diptera	Culicidae	Anopheles	412	109	Anopheles_aquasalis	GCA_002846955.1	short	162944031	97.7	0.6	0.9	0.8	100	B
Diptera	Culicidae	Anopheles	493	108	Anopheles_cracens	GCA_002091845.1	short	326465827	79.8	13.8	2.1	4.3	100	B
Diptera	Culicidae	Anopheles	518	107	Anopheles_maculatus	GCA_002091835.1	short	462688933	43.8	55	0.4	0.8	100	B
Diptera	Culicidae	Anopheles	486	106	Anopheles_gambiae	GCA_001542645.1	long	293732707	82.4	3.4	7.7	6.5	100	B
Diptera	Culicidae	Anopheles	398	105	Anopheles_koliensis	GCA_000956275.1	short	151110088	87.6	0.9	5.3	6.2	100	B
Diptera	Culicidae	Anopheles	387	104	Anopheles_punctulatus	GCA_000956255.1	short	146157495	86.4	1.8	2.3	9.5	100	B
Diptera	Culicidae	Anopheles	485	103	Anopheles_merus	GCA_000473845.2	short	288048996	98	1	0.4	0.6	100	B
Diptera	Culicidae	Anopheles	468	102	Anopheles_melas	GCA_000473525.2	short	224162116	91.6	4.8	1.5	2.1	100	B
Diptera	Culicidae	Anopheles	469	101	Anopheles_atroparvus	GCA_000473505.1	short	224290125	98.5	1.1	0.1	0.3	100	B
Diptera	Culicidae	Anopheles	437	100	Anopheles_farauti	GCA_000473445.2	short	183103254	98.5	0.9	0.1	0.5	100	B
Diptera	Culicidae	Anopheles	457	99	Anopheles_culicifacies	GCA_000473375.1	short	202998806	97.1	1.6	0.6	0.7	100	B
Diptera	Culicidae	Anopheles	465	98	Anopheles_sinensis	GCA_000441895.2	short	220777669	96.8	1.2	0.6	1.4	100	B
Diptera	Culicidae	Anopheles	375	97	Anopheles_nili	GCA_000439205.1	short	98320046	69.1	0.6	12.4	17.9	100	B
Diptera	Culicidae	Anopheles	476	96	Anopheles_arabiensis	GCA_000349185.1	short	246567867	98.4	0.9	0.3	0.4	100	B
Diptera	Culicidae	Anopheles	427	95	Anopheles_christyi	GCA_000349165.1	short	172658580	97	0.7	1	1.3	100	B
Diptera	Culicidae	Anopheles	466	94	Anopheles_dirus	GCA_000349145.1	short	216307690	98.4	0.9	0	0.7	100	B
Diptera	Culicidae	Anopheles	470	93	Anopheles_epiroticus	GCA_000349105.1	short	223486714	98.6	0.7	0.2	0.5	100	B
Diptera	Culicidae	Anopheles	482	92	Anopheles_quadriannulatus	GCA_000349065.1	short	283828998	98	0.7	0.5	0.8	100	B
Diptera	Culicidae	Anopheles	456	91	Anopheles_minimus	GCA_000349025.1	short	201793324	99	0.6	0.1	0.3	100	B
Diptera	Culicidae	Anopheles	383	90	Anopheles_darlingi	GCA_000211455.3	short	136935538	97.6	1.1	0.3	1	100	B
Diptera	Culicidae	Aedes	536	89	Aedes_aegypti	GCA_002204515.1	long	1278715314	93.2	5.3	0.7	0.8	100	B
Diptera	Culicidae	Aedes	537	88	Aedes_albopictus	GCA_001876365.2	long	2247289552	15.9	83.2	0.1	0.8	100	B
Diptera	Chironomidae	Polypedilum	379	87	Polypedilum_pembai	GCA_014622435.1	short	122915671	95.4	2	0.4	2.2	100	A
Diptera	Chironomidae	Clunio	371	86	Clunio_marinus	GCA_900005825.1	short	85491412	97.9	1	0.2	0.9	100	A
Diptera	Chironomidae	Chironomus	405	85	Chironomus_riparius	GCA_001014505.1	short	154533842	93.3	1.4	1.8	3.5	100	A
Diptera	Chironomidae	Chironomus	462	84	Chironomus_tentans	GCA_000786525.1	none	213462749	94.4	2	1.5	2.1	100	A
Diptera	Chironomidae	Belgica	372	83	Belgica_antarctica	GCA_000775305.1	long	89567811	96.6	0.7	1.4	1.3	100	A
Diptera	Chaoboridae	Mochlonyx	513	82	Mochlonyx_cinctipes	GCA_001014845.1	short	441264227	90.2	0.4	5.5	3.9	100	A
Diptera	Chaoboridae	Chaoborus	480	81	Chaoborus_trivitattus	GCA_001014815.1	short	269281158	63.9	0.6	12	23.5	100	A
Diptera	Ceratopogonidae	Culicoides	458	80	Culicoides_sonorensis	GCA_900002565.1	none	209428516	49.9	48.1	0.2	1.8	100	A
Diptera	Cecidomyiidae	Sitodiplosis	459	79	Sitodiplosis_mosellana	GCA_009176505.1	short	208784321	96.5	2	0.4	1.1	100	A
Diptera	Cecidomyiidae	Mayetiola	443	78	Mayetiola_destructor	GCA_000149185.1	short	185827756	94	1.2	2.4	2.4	100	A
Diptera	Cecidomyiidae	Contarinia	442	77	Contarinia_nasturtii	GCA_009176525.2	short	185885008	97.5	1.2	0.4	0.9	100	A
Diptera	Cecidomyiidae	Catotricha	489	76	Catotricha_subobsoleta	GCA_011634745.1	short	310190350	95.7	1.8	1.4	1.1	100	A
Diptera	Calliphoridae	Phormia	527	75	Phormia_regina	GCA_001735545.1	long	549932840	93.8	2.2	2.6	1.4	100	A
Diptera	Calliphoridae	Lucilia	494	74	Lucilia_sericata	GCA_001014835.1	short	319935455	78.4	0.1	11.2	10.3	100	A
Diptera	Calliphoridae	Lucilia	505	73	Lucilia_cuprina	GCA_000699065.2	short	378274262	98.8	0.4	0.4	0.4	100	A
Diptera	Calliphoridae	Cochliomyia	526	72	Cochliomyia_hominivorax	GCA_004302925.1	long	534026350	95	3.7	1	0.3	100	A
Diptera	Calliphoridae	Chrysomya	487	71	Chrysomya_rufifacies	GCA_014858665.1	short	295134161	96.6	0.9	1.6	0.9	100	A
Diptera	Calliphoridae	Calliphora	516	70	Calliphora_vicina	GCA_001017275.1	short	459231066	77.2	0.3	11.1	11.4	100	A
Diptera	Asilidae	Proctacanthus	460	69	Proctacanthus_coquilletti	GCA_001932985.1	short	208907727	99	0.7	0.2	0.1	100	A
Diptera	Asilidae	Holcocephala	523	68	Holcocephala_fusca	GCA_001015215.1	short	516230974	78.8	0.7	10.8	9.7	100	A
Diptera	Asilidae	Dasypogon	522	67	Dasypogon_diadema	GCA_006980735.1	short	505154499	91.6	2.4	2.1	3.9	100	A
Diptera	Agromyzidae	Liriomyza	370	66	Liriomyza_trifolii	GCA_001014935.1	short	69698627	42.8	4.4	15.1	37.7	100	A
Dermaptera	Anisolabididae	Anisolabis	538	65	Anisolabis_maritima	GCA_010014785.1	short	641675028	81.6	1.9	10.7	5.8	100	B
Collembola	Tullbergiidae	Mesaphorura	540	64	Mesaphorura_yosii	GCA_009869945.1	short	97983859	87.6	2.3	1.5	8.6	100	A
Collembola	Tomoceridae	Tomocerus	552	63	Tomocerus_minor	GCA_009936455.1	short	332593957	79.2	1.8	6.7	12.3	100	A
Collembola	Tomoceridae	Tomocerus	550	62	Tomocerus_qinae	GCA_009869885.1	short	264859944	75.5	1.2	7.2	16.1	100	A
Collembola	Sminthurididae	Sminthurides	543	61	Sminthurides_bifidus	GCA_009872375.1	short	130022519	78.2	1	7.4	13.4	100	A
Collembola	Sminthuridae	Lipothrix	549	60	Lipothrix_lubbocki	GCA_009872335.1	short	244673950	79.7	1.5	6.3	12.5	100	A
Collembola	Orchesellidae	Orchesella	551	59	Orchesella_cincta	GCA_001718145.1	long	286766519	84.5	3.3	1.5	10.7	100	A
Collembola	Onychiuridae	Thalassaphorura	544	58	Thalassaphorura_encarpata	GCA_009869925.1	short	130904934	75.6	1.5	6.4	16.5	100	A
Collembola	Oncopoduridae	Oncopodura	542	57	Oncopodura_yosiiana	GCA_009869805.1	short	118350332	82.6	1.5	5.4	10.5	100	A
Collembola	Neelidae	Neelides	541	56	Neelides_sp._FZ-2019	GCA_009869795.1	short	97765094	85.1	0.9	3.3	10.7	100	A
Collembola	Neanuridae	Pseudachorutes	539	55	Pseudachorutes_palmiensis	GCA_009869845.1	short	77080803	87.6	1.5	1.8	9.1	100	A
Collembola	Neanuridae	Holacanthella	553	54	Holacanthella_duospinosa	GCA_002738285.1	short	327566771	82	6.9	1.4	9.7	100	A
Collembola	Isotomidae	Folsomia	548	53	Folsomia_candida	GCA_002217175.1	long	221702752	88.4	1.5	1.5	8.6	100	A
Collembola	Hypogastruridae	Ceratophysella	545	52	Ceratophysella_communis	GCA_009869905.1	short	162375375	76.9	1.8	8.1	13.2	100	A
Collembola	Entomobryidae	Sinella	554	51	Sinella_curviseta	GCA_004115045.2	long	364329999	88.2	2.1	1.2	8.5	100	A
Collembola	Bourletiellidae	Pseudobourletiella	546	50	Pseudobourletiella_spinata	GCA_009870155.1	short	208313765	83.4	1.2	4.9	10.5	100	A
Collembola	Arrhopalitidae	Pygmarrhopalites	547	49	Pygmarrhopalites_habei	GCA_009870185.1	short	211516385	77	1.5	7.8	13.7	100	A
Coleoptera	Tenebrionidae	Tribolium	560	48	Tribolium_castaneum	GCA_000002335.3	short	165928604	98.9	0.4	0.5	0.2	100	B
Coleoptera	Tenebrionidae	Tenebrio	569	47	Tenebrio_molitor	GCA_014282415.1	short	280756464	82.8	4.2	4.6	8.4	100	B
Coleoptera	Tenebrionidae	Asbolus	565	46	Asbolus_verrucosus	GCA_004193795.1	short	249608069	92	1	3.3	3.7	100	B
Coleoptera	Staphylinidae	Aleochara	555	45	Aleochara_bilineata	GCA_003054995.1	short	85899700	93.3	0.4	3.5	2.8	100	B
Coleoptera	Staphylinidae	Aenictocupidus	561	44	Aenictocupidus_jacobsonorum	GCA_010014765.1	short	178224308	87.2	0.4	6.7	5.7	100	B
Coleoptera	Staphylinidae	Adranes	589	43	Adranes_taylori	GCA_009867245.1	short	887888497	75	0.4	15.4	9.2	100	B
Coleoptera	Silvanidae	Oryzaephilus	558	42	Oryzaephilus_surinamensis	GCA_004796505.1	short	104008747	97.4	0.4	1.3	0.9	100	B
Coleoptera	Silphidae	Nicrophorus	563	41	Nicrophorus_vespilloides	GCA_001412225.1	long	195273382	98	1.5	0.3	0.2	100	B
Coleoptera	Scarabaeidae	Trypoxylus	583	40	Trypoxylus_dichotomus	GCA_014905495.1	long	739405423	98.2	1.1	0.4	0.3	100	B
Coleoptera	Scarabaeidae	Protaetia	595	39	Protaetia_brevitarsis	GCA_004143645.1	long	1143903595	64.4	32.7	1.4	1.5	100	B
Coleoptera	Scarabaeidae	Popillia	578	38	Popillia_japonica	GCA_004785975.1	short	531530429	83.2	2.6	6.9	7.3	100	B
Coleoptera	Scarabaeidae	Oryctes	572	37	Oryctes_borbonicus	GCA_902654985.1	none	388628564	95.6	0.9	0.4	3.1	100	B
Coleoptera	Scarabaeidae	Onthophagus	567	36	Onthophagus_taurus	GCA_000648695.2	short	267079363	96.7	2.8	0.1	0.4	100	B
Coleoptera	Scarabaeidae	Marronus	573	35	Marronus_borbonicus	GCA_902655005.1	none	406936680	94.4	1.8	1	2.8	100	B
Coleoptera	Scarabaeidae	Chrysina	580	34	Chrysina_resplendens	GCA_010091895.1	short	611439635	77.9	0.4	11.7	10	100	B
Coleoptera	Nitidulidae	Aethina	564	33	Aethina_tumida	GCA_001937115.1	long	234344249	89.7	7.6	1.3	1.4	100	B
Coleoptera	Meloidae	Hycleus	557	32	Hycleus_cichorii	GCA_013841215.1	short	99165299	99.4	0.1	0.1	0.4	100	B
Coleoptera	Meloidae	Hycleus	556	31	Hycleus_phaleratus	GCA_013841185.1	short	90869815	99.3	0.1	0.1	0.5	100	B
Coleoptera	Lampyridae	Photinus	575	30	Photinus_pyralis	GCA_008802855.1	long	471511253	90	8.9	0.4	0.7	100	B
Coleoptera	Lampyridae	Lamprigera	592	29	Lamprigera_yunnana	GCA_013368075.1	long	1052929944	97.5	1.3	0.5	0.7	100	B
Coleoptera	Lampyridae	Abscondita	576	28	Abscondita_terminalis	GCA_013368085.1	long	499652588	96.5	2	0.3	1.2	100	B
Coleoptera	Elateridae	Limonius	593	27	Limonius_californicus	GCA_014611495.1	long	1072670101	80.5	6.1	8.9	4.5	100	B
Coleoptera	Elateridae	Ignelater	587	26	Ignelater_luminosus	GCA_011009095.1	short	842898625	95.5	1.5	1.6	1.4	100	B
Coleoptera	Elateridae	Alaus	562	25	Alaus_oculatus	GCA_009852465.1	short	188381324	6.9	2.3	4.8	86	100	B
Coleoptera	Curculionidae	Sitophilus	585	24	Sitophilus_oryzae	GCA_002938485.2	long	770550206	96.6	1.9	0.4	1.1	100	B
Coleoptera	Curculionidae	Rhynchophorus	579	23	Rhynchophorus_ferrugineus_S	GCA_014462685.1	short	589385395	96.6	2.6	0.4	0.4	100	B
Coleoptera	Curculionidae	Listronotus	594	21	Listronotus_bonariensis	GCA_014170235.1	long	1112438712	82.2	5.1	6.5	6.2	100	B
Coleoptera	Curculionidae	Hypothenemus	559	20	Hypothenemus_hampei	GCA_013372445.1	short	162571498	91.5	4.3	2.2	2	100	B
Coleoptera	Curculionidae	Elaeidobius	568	19	Elaeidobius_kamerunicus	GCA_014849505.1	short	269635327	49.7	0.3	31.2	18.8	100	B
Coleoptera	Curculionidae	Dendroctonus	566	18	Dendroctonus_ponderosae	GCA_000346045.2	short	261333785	91.6	5.5	1.7	1.2	100	B
Coleoptera	Coccinellidae	Propylea	588	17	Propylea_japonica	GCA_013421045.1	long	851227647	88.5	6.2	1	4.3	100	B
Coleoptera	Coccinellidae	Harmonia	574	16	Harmonia_axyridis	GCA_011033045.1	long	417140630	91.2	2.4	1	5.4	100	B
Coleoptera	Coccinellidae	Cryptolaemus	590	15	Cryptolaemus_montrouzieri	GCA_013387265.1	long	988106770	95.9	1.1	0.7	2.3	100	B
